113學年度大學分發入學    各系組最低錄取標準及錄取人數一覽表,,,,,,
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
2550,世新大學,廣播電視電影學系電視組,英x2.00 國x2.00 歷x1.00 公x1.00,44,207.00,218.70
2551,世新大學,廣播電視電影學系電影組,英x2.00 國x2.00 歷x1.00 公x1.00,36,214.00,240.90
2552,世新大學,圖文傳播學系,英x1.50 國x2.00 公x1.00,46,139.00,145.40
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
2553,世新大學,公共關係暨廣告學系,國x2.00 歷x2.00 公x1.75,64,208.50,-----
2554,世新大學,口語傳播暨社群媒體學系,國x2.00 社x1.00 公x1.00,41,138.00,167.65
2555,世新大學,資訊傳播學系,國x1.50 英x1.00 公x2.00,36,135.00,-----
2556,世新大學,數位多媒體設計學系,國x2.00 英x1.50 公x1.00,55,122.00,127.10
2557,世新大學,傳播管理學系,國x2.00 歷x2.00 公x1.00,49,175.00,-----
2560,世新大學,資訊管理學系資訊管理組,國x1.75 公x2.00 英x1.50,46,127.00,-----
2561,世新大學,資訊管理學系資訊科技組,國x1.75 公x2.00 英x1.50,37,123.75,125.10
2562,世新大學,資訊管理學系智慧網路應用組,國x1.75 公x2.00 英x1.50,7,135.75,-----
2563,世新大學,財務金融學系,國x1.00 公x1.00 數Bx1.00,41,85.00,87.75
2564,世新大學,行政管理學系,國x1.00 公x1.00 社x1.00,35,93.00,97.90
2565,世新大學,觀光學系餐旅經營管理組,公x2.00 國x1.00 英x1.00,26,93.00,-----
2566,世新大學,觀光學系旅遊暨休閒事業管理組,公x2.00 國x1.00 英x1.00,22,96.00,-----
2567,世新大學,觀光學系觀光規劃暨資源管理組,公x2.00 國x1.00 英x1.00,5,101.00,-----
2570,世新大學,經濟學系,國x2.00 公x1.50 數Bx1.00,26,123.50,-----
2571,世新大學,企業管理學系,公x2.00 國x1.00 英x1.00,33,115.00,115.10
2572,世新大學,社會心理學系,國x2.00 英x2.00 公x1.50,41,162.50,193.50
2573,世新大學,英語暨傳播應用學系,英x2.00 國x1.50 歷x1.00,37,105.00,-----
2574,世新大學,中國文學系,國x2.00 歷x1.00 公x1.00,5,126.00,-----
2575,世新大學,日本語文學系,國x2.00 歷x1.00 英x1.50,51,122.50,-----
2576,世新大學,法律學系,國x1.00 英x1.00 公x1.00 歷x1.00,66,141.00,-----
2577,實踐大學,食品營養與保健生技學系(臺北校區),國x1.00 自x1.00 化x1.00,15,93.00,-----
2600,實踐大學,"食品營養與保健生技學系食品科技與法
律組(臺北校區)",國x1.00 化x1.00 英x1.00,8,82.00,-----
2601,實踐大學,社會工作學系(臺北校區),公x2.00 歷x2.00 國x1.00,30,142.00,-----
2602,實踐大學,家庭研究與兒童發展學系(臺北校區),國x1.00 英x1.00 歷x1.00,16,81.00,-----
2603,實踐大學,餐飲管理學系(臺北校區),國x1.00 英x1.00 歷x1.00,6,86.00,-----
2604,實踐大學,音樂學系A組(臺北校區),術x2.00 國x1.00 歷x1.00,2,119.92,-----
2605,實踐大學,音樂學系B組(臺北校區),國x1.00 英x1.00 歷x1.00,2,95.00,-----
2606,實踐大學,法律學系(臺北校區),國x1.50 公x1.00 英x1.00,9,136.00,-----
2607,實踐大學,服裝設計學系(臺北校區),英x2.00 國x2.00 數Bx1.00 歷x1.00,21,170.00,-----
2610,實踐大學,工業產品設計學系(臺北校區),英x2.00 數Bx1.00 國x1.00 歷x1.00,14,133.00,-----
2611,實踐大學,"媒體傳達設計學系動畫影像設計組(臺北
校區)",英x2.00 國x1.00 歷x1.00 數Bx1.00,12,163.00,-----
2612,實踐大學,"媒體傳達設計學系創意媒體設計組(臺北
校區)",英x2.00 國x1.00 歷x1.00 數Bx1.00,14,139.00,-----
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
2613,實踐大學,建築設計學系(臺北校區),英x2.00 國x2.00 歷x1.00,15,163.00,-----
2614,實踐大學,建築職人學士學位學程(臺北校區),國x2.00 社x1.00 地x1.00,12,109.00,-----
2615,實踐大學,會計學系(臺北校區),國x1.50 公x1.50 英x1.00,29,89.00,-----
2616,實踐大學,"國際經營與貿易學系國際貿易組(臺北校
區)",國x1.00 地x1.00 英x1.00,8,77.00,-----
2617,實踐大學,"國際經營與貿易學系國際企業組(臺北校
區)",國x1.00 公x1.00 英x1.00,10,72.00,-----
2620,實踐大學,企業管理學系(臺北校區),國x2.00 公x1.50 歷x1.00,40,120.50,-----
2621,實踐大學,財務金融學系(臺北校區),英x1.00 國x1.00 公x1.00,25,75.00,90.45
2622,實踐大學,"財務金融學系數位行銷設計組(臺北校
區)",英x1.00 國x1.00 歷x1.00,11,67.00,-----
2623,實踐大學,風險管理與保險學系-A組(臺北校區),國x1.00 社x1.00 公x1.50,14,80.00,-----
2624,實踐大學,風險管理與保險學系-B組(臺北校區),國x2.00 數Bx1.00 公x1.50,12,93.00,-----
2625,實踐大學,應用外語學系(臺北校區),英x2.00 國x1.50 歷x1.00,13,102.50,-----
2626,實踐大學,應用外語學系數位應用組(臺北校區),英x2.00 國x1.50 歷x1.00,5,90.50,-----
2627,實踐大學,"資訊科技與管理學系人工智慧與大數據
組(臺北校區)",國x1.00 自x1.00 物x1.00,11,89.00,-----
2630,實踐大學,"資訊科技與管理學系數位媒體設計組(臺
北校區)",國x1.00 社x1.00 公x1.00,8,87.00,-----
2631,實踐大學,"資訊科技與管理學系雲端運算與物聯網
組(臺北校區)",國x1.00 自x1.00 化x1.00,10,86.00,-----
2632,實踐大學,國際企業英語學士學位學程(臺北校區),公x2.00 國x1.50 英x1.00,12,85.00,-----
2633,實踐大學,"智慧服務管理英語學士學位學程A組(臺
北校區)",英x1.00 公x1.00 國x1.00,2,85.00,-----
2634,實踐大學,"智慧服務管理英語學士學位學程B組(臺
北校區)",英x1.00 自x1.00 物x1.00,7,66.00,-----
2635,實踐大學,"東南亞智慧商務學士學位學程語言文化
組(高雄校區)",國x2.00 英x1.50 公x1.00,1,143.50,-----
2636,實踐大學,"東南亞智慧商務學士學位學程雲端商務
組(高雄校區)",國x2.00 自x1.50 物x1.00,1,118.50,-----
2637,實踐大學,"東南亞智慧商務學士學位學程行銷流通
管理組(高雄校區)",國x2.00 社x1.50 歷x1.00,1,127.00,-----
2640,實踐大學,會計暨稅務學系財務金融組(高雄校區),國x2.00 社x2.00 公x1.00,6,113.00,-----
2641,實踐大學,國際企業管理學系(高雄校區),國x1.50 歷x1.00 數Bx1.00,2,82.50,-----
2642,實踐大學,"國際企業管理學系韓國文創產業經營組
(高雄校區)",國x1.50 歷x1.00 社x1.00,1,78.00,-----
2643,實踐大學,金融管理學系金融實務組(高雄校區),公x1.00 國x1.00 英x1.00,6,55.00,-----
2644,實踐大學,"資訊管理學系人工智慧與雲端應用組(高
雄校區)",自x1.75 物x1.50 國x1.00,33,87.25,-----
2645,實踐大學,資訊管理學系物聯網應用組(高雄校區),自x1.75 化x1.50 國x1.00,20,72.75,-----
2646,實踐大學,"資訊科技與通訊學系智慧機器人與無人
機組(高雄校區)",國x1.25 英x1.00 物x1.00,31,70.25,-----
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
2647,實踐大學,"資訊科技與通訊學系人工智慧物聯網組
(高雄校區)",國x1.25 英x1.00 化x1.00,30,66.25,-----
2650,實踐大學,"視覺特效學士學位學程遊戲視覺特效組
(高雄校區)",國x1.25 物x1.25 英x1.00,17,53.50,-----
2651,實踐大學,"視覺特效學士學位學程影視視覺特效組
(高雄校區)",國x1.25 化x1.25 英x1.00,3,82.50,-----
2652,實踐大學,"觀光管理學系餐旅暨會展管理組(高雄校
區)",公x1.00 國x1.00 自x1.25,0,-----,-----
2653,實踐大學,"觀光管理學系自然旅遊與運動觀光組(高
雄校區)",物x1.25 國x1.00 社x1.00,6,58.00,-----
2654,實踐大學,"休閒產業管理學系文創規劃組(高雄校
區)",國x2.00 自x1.00 物x1.50,4,96.00,-----
2655,實踐大學,"休閒產業管理學系遊憩運動企劃組(高雄
校區)",國x2.00 數Bx1.50 公x1.00,1,119.00,-----
2656,實踐大學,"休閒產業管理學系精品咖啡烘培經營組
(高雄校區)",國x2.00 英x1.50 歷x1.00,2,82.50,-----
2657,實踐大學,應用日文學系(高雄校區),國x2.00 英x2.00 公x1.00,12,86.00,-----
2660,長榮大學,企業管理學系,英x1.00 歷x2.00 國x2.00,8,102.00,-----
2661,長榮大學,國際企業學系,英x1.00 國x2.00 地x2.00,3,92.00,-----
2662,長榮大學,會計資訊學系稅務應用組,公x2.00 國x1.50 英x1.00,4,89.00,-----
2663,長榮大學,會計資訊學系產業實習組,社x2.00 國x1.50 公x1.50,0,-----,-----
2664,長榮大學,航運管理學系,英x2.00 地x2.00 國x2.00 歷x1.00,18,134.00,-----
2665,長榮大學,土地管理與開發學系,公x1.00 國x2.00 地x2.00,2,128.00,-----
2666,長榮大學,財務金融學系,國x2.00 公x2.00 英x1.00,18,105.00,-----
2667,長榮大學,觀光與餐飲管理學系,公x2.00 國x2.00 英x1.00,3,103.00,-----
2670,長榮大學,醫務管理學系,英x1.50 國x2.00 公x2.00,5,121.50,-----
2671,長榮大學,生物科技學系,生x2.00 國x2.00 英x1.00,23,124.00,-----
2672,長榮大學,健康心理學系(自然組),英x2.00 生x2.00 國x1.50,10,149.00,-----
2673,長榮大學,健康心理學系(社會組),英x2.00 公x2.00 國x1.50,12,106.50,-----
2674,長榮大學,保健營養學系,生x2.00 化x1.50 國x2.00,27,123.00,-----
2675,長榮大學,護理學系,英x2.00 生x2.00 國x1.50,34,89.00,-----
2676,長榮大學,醫藥科學產業學系,國x2.00 英x1.00 生x1.00,28,92.00,-----
2677,長榮大學,職業安全與衛生學系(自然組),國x2.00 英x1.50 化x2.00,16,99.50,-----
2700,長榮大學,職業安全與衛生學系(社會組),國x2.00 英x1.50 歷x2.00,2,138.50,-----
2701,長榮大學,"食品安全衛生與檢驗學士學位學程(食品
安全管理組)",國x2.00 英x1.00 歷x2.00,1,126.00,-----
2702,長榮大學,"食品安全衛生與檢驗學士學位學程(環境
衛生組)",國x2.00 英x1.00 化x2.00,6,114.00,-----
2703,長榮大學,"食品安全衛生與檢驗學士學位學程(食品
檢驗組)",國x2.00 英x1.00 生x2.00,10,101.00,-----
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
2704,長榮大學,消防安全學士學位學程(自然組),國x2.00 自x2.00 化x1.50,6,125.00,-----
2705,長榮大學,消防安全學士學位學程(社會組),國x2.00 社x2.00 公x1.50,1,160.00,-----
2706,長榮大學,綠能與環境資源學系(自然組),國x1.00 物x2.00 化x2.00,14,101.00,-----
2707,長榮大學,綠能與環境資源學系(社會組),國x1.00 地x2.00 公x2.00,2,106.00,-----
2710,長榮大學,大眾傳播學系,國x2.00 歷x2.00 英x1.00,4,113.00,-----
2711,長榮大學,翻譯學系,英x2.00 國x2.00 公x1.00,2,93.00,-----
2712,長榮大學,社會工作學系,國x2.00 公x2.00 社x1.50,8,123.00,-----
2713,長榮大學,應用日語學系,國x2.00 英x2.00 歷x1.00,11,104.00,-----
2714,長榮大學,應用哲學系,國x2.00 公x1.00 歷x1.00,1,143.00,-----
2715,長榮大學,運動競技學系,國x2.00 歷x2.00 英x1.00,5,113.00,-----
2716,長榮大學,數位媒體設計學系數位媒體設計組,國x2.00 英x2.00 歷x1.00,3,98.00,-----
2717,長榮大學,數位媒體設計學系互動設計組,國x2.00 英x2.00 公x1.00,2,87.00,-----
2720,長榮大學,資訊管理學系,國x2.00 數Bx1.00 物x1.00,16,105.00,-----
2721,長榮大學,資訊工程學系,數Bx1.00 國x2.00 物x2.00,30,136.00,-----
2722,國立臺灣藝術大學,美術學系,術x2.00 英x2.00 國x2.00 歷x1.00 地x1.00,14,356.20,-----
2723,國立臺灣藝術大學,書畫藝術學系,術x2.00 國x1.00 英x1.00 歷x1.00,11,246.10,-----
2724,國立臺灣藝術大學,雕塑學系(男),術x2.00 國x2.00 英x1.50 歷x1.00,8,280.80,-----
2725,國立臺灣藝術大學,雕塑學系(女),術x2.00 國x2.00 英x1.50 歷x1.00,8,289.60,-----
2726,國立臺灣藝術大學,古蹟藝術修護學系,國x2.00 術x1.75 歷x1.50 英x1.00,17,274.02,-----
2727,國立臺灣藝術大學,亞太建築空間與文物保存學士學位學程,國x2.00 英x1.50 歷x1.00 術x1.00,12,201.00,-----
2730,國立臺灣藝術大學,視覺傳達設計學系,術x2.00 國x2.00 英x2.00 歷x1.00,14,311.00,-----
2731,國立臺灣藝術大學,工藝設計學系,國x2.00 英x2.00 歷x1.00,18,216.00,-----
2732,國立臺灣藝術大學,多媒體動畫藝術學系,術x2.00 國x2.00 英x2.00 數Bx1.00 歷x1.00,15,380.00,-----
2733,國立臺灣藝術大學,圖文傳播藝術學系,國x1.00 英x1.00 公x1.00,26,128.00,-----
2734,國立臺灣藝術大學,廣播電視學系,國x1.50 英x1.50 歷x1.00 公x1.00,17,232.50,-----
2735,國立臺灣藝術大學,電影學系,國x2.00 英x2.00 歷x1.00 公x1.00,25,269.00,-----
2736,國立臺灣藝術大學,戲劇學系(男),國x2.00 英x2.00 歷x1.00 地x1.00,8,228.00,-----
2737,國立臺灣藝術大學,戲劇學系(女),國x2.00 英x2.00 歷x1.00 地x1.00,8,259.00,-----
2740,國立臺灣藝術大學,音樂學系,術x2.00 英x1.00 國x1.00 公x1.00,23,203.26,-----
2741,國立暨南國際大學,中國語文學系,國x2.00 歷x1.75 社x1.00,19,166.75,-----
2742,國立暨南國際大學,外國語文學系,英x2.00 國x1.50 歷x1.00,24,112.00,-----
2743,國立暨南國際大學,社會政策與社會工作學系,英x1.00 國x1.25 社x1.50 公x1.00,22,162.50,-----
2744,國立暨南國際大學,公共行政與政策學系,公x1.50 國x1.50 歷x1.00 數Bx1.00,19,190.50,223.75
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
2745,國立暨南國際大學,歷史學系,歷x2.00 國x1.00 英x1.25,22,121.25,-----
2746,國立暨南國際大學,東南亞學系,英x1.50 歷x1.25 公x1.00 地x1.00,21,95.75,-----
2747,國立暨南國際大學,國際企業學系,英x2.00 國x1.50 公x1.00,23,124.50,-----
2750,國立暨南國際大學,經濟學系,英x1.50 公x1.00 國x1.00,26,104.00,-----
2751,國立暨南國際大學,資訊管理學系,英x2.00 國x1.75 公x1.50,25,171.00,-----
2752,國立暨南國際大學,財務金融學系,英x2.00 國x1.00 公x1.00,19,130.00,-----
2753,國立暨南國際大學,觀光休閒與餐旅管理學系觀光休閒組,國x2.00 英x2.00 地x1.50,10,151.50,-----
2754,國立暨南國際大學,觀光休閒與餐旅管理學系餐旅管理組,國x2.00 英x2.00 歷x1.50,15,134.50,-----
2755,國立暨南國際大學,管理學院學士班,英x2.00 國x1.50 公x1.00,16,135.50,-----
2756,國立暨南國際大學,國際文教與比較教育學系,英x2.00 國x1.00 公x1.00,12,103.00,-----
2757,國立暨南國際大學,教育政策與行政學系,國x2.00 英x1.00 公x1.00,8,149.00,-----
2760,國立暨南國際大學,"諮商心理與人力資源發展學系諮商心理
組",英x1.50 數Bx1.50 國x1.50 公x1.00,7,197.50,204.05
2761,國立暨南國際大學,"諮商心理與人力資源發展學系終身學習
與人力資源發展組",英x1.50 國x1.50 公x1.00,5,153.00,-----
2762,國立暨南國際大學,教育學院學士班教育科技與數位學習組,英x1.00 國x2.00 公x1.50,3,142.50,-----
2763,國立暨南國際大學,教育學院學士班教育心理與輔導組,英x1.00 國x2.00 公x1.50,4,144.00,-----
2764,國立暨南國際大學,資訊工程學系,數甲x1.50 數Ax1.00 英x1.00 國x1.00,25,167.50,-----
2765,國立暨南國際大學,土木工程學系,數甲x2.00 自x2.00 國x1.50 英x1.00,24,217.50,-----
2766,國立暨南國際大學,電機工程學系甲組,物x1.00 化x1.00 英x1.00 數Ax1.00 數甲x1.00,9,191.00,-----
2767,國立暨南國際大學,電機工程學系乙組,物x2.00 數Ax1.00 化x1.00 英x1.00 國x1.00,12,235.00,-----
2770,國立暨南國際大學,電機工程學系丙組,英x2.00 物x1.00 化x1.00 國x1.00,12,207.00,-----
2771,國立暨南國際大學,應用化學系,英x2.00 化x2.00 數Ax1.00 數甲x1.00,27,188.00,-----
2772,國立暨南國際大學,應用材料及光電工程學系,數Ax1.00 物x2.00 英x2.00 數甲x1.00,28,186.00,-----
2773,國立暨南國際大學,科技學院學士班,數Ax2.00 物x2.00 自x1.75 英x1.00,11,230.50,-----
2774,國立暨南國際大學,護理學系,生x2.00 英x1.50 國x1.25,19,153.75,-----
2775,南華大學,財務金融學系,國x2.00 數Bx1.75 歷x2.00,7,113.00,-----
2776,南華大學,企業管理學系,國x2.00 地x2.00 英x1.75,5,116.50,-----
2777,南華大學,文化創意事業管理學系,歷x1.75 國x2.00 英x1.75,1,138.25,-----
3000,南華大學,旅遊管理學系,國x2.00 地x2.00 歷x1.75,4,131.75,-----
3001,南華大學,管理學院國際企業學士學位學程,英x2.00 國x2.00 公x1.75,2,105.25,-----
3002,南華大學,生死學系社會工作組,國x2.00 社x2.00 公x1.75,2,149.25,-----
3003,南華大學,生死學系殯葬服務組,國x2.00 社x2.00 公x1.75,4,204.25,-----
3004,南華大學,生死學系諮商組,國x2.00 社x2.00 公x1.75,0,-----,-----
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
3005,南華大學,幼兒教育學系,國x2.00 社x2.00 歷x1.00,2,117.00,-----
3006,南華大學,文學系,國x2.00 歷x2.00 地x1.50,1,124.00,-----
3007,南華大學,外國語文學系,英x2.00 國x2.00 歷x1.75,1,144.50,-----
3010,南華大學,應用社會學系社會學組,國x2.00 歷x1.75 英x2.00,1,128.25,-----
3011,南華大學,應用社會學系社會工作組,國x2.00 歷x1.75 英x2.00,2,105.50,-----
3012,南華大學,傳播學系,國x2.00 社x2.00 歷x1.75,6,129.75,-----
3013,南華大學,國際事務與企業學系,國x2.00 公x2.00 英x1.75,0,-----,-----
3014,南華大學,建築學系社會組,國x2.00 英x2.00 地x1.75,2,124.25,-----
3015,南華大學,建築學系自然組,國x2.00 英x2.00 物x1.75,3,153.50,-----
3016,南華大學,資訊工程學系,自x2.00 國x1.50 物x1.00,18,122.00,-----
3017,南華大學,自然生物科技學系,生x2.00 自x1.75 國x2.00,12,161.50,-----
3020,南華大學,資訊管理學系,國x2.00 英x1.50 公x2.00,5,106.50,-----
3021,國立臺灣體育運動大學,體育學系,術x2.00 生x2.00 數Bx1.00 英x2.00 化x1.00,22,231.78,271.52
3022,國立臺灣體育運動大學,休閒運動學系,術x2.00 國x2.00 英x2.00 地x1.00 歷x1.00,5,320.42,-----
3023,國立臺灣體育運動大學,運動事業管理學系,國x2.00 英x2.00 歷x1.00 地x1.00,26,188.00,192.15
3024,國立臺灣體育運動大學,運動健康科學學系,生x2.00 化x1.50 英x2.00,18,155.50,-----
3025,國立臺灣體育運動大學,運動資訊與傳播學系,英x2.00 國x2.00 歷x1.75 地x1.00,4,229.50,-----
3026,國立臺南藝術大學,藝術史學系,歷x1.50 地x1.50 國x1.25 英x1.00,19,156.75,-----
3027,國立臺南藝術大學,應用音樂學系,英x1.50 國x1.50 歷x1.00 地x1.00,10,171.00,-----
3030,國立臺南藝術大學,材質創作與設計系,英x1.50 術x2.00 國x1.50 歷x1.00,16,173.40,-----
3031,玄奘大學,社會工作學系,國x2.00 歷x2.00 地x1.75,0,-----,-----
3032,玄奘大學,應用心理學系,國x2.00 歷x2.00 地x1.75,4,169.50,-----
3033,玄奘大學,法律學系,國x2.00 歷x2.00 地x1.75,0,-----,-----
3034,玄奘大學,大眾傳播學系,國x2.00 歷x2.00 公x1.75,0,-----,-----
3035,玄奘大學,視覺傳達設計學系,國x2.00 地x1.75 歷x1.50,1,139.00,-----
3036,玄奘大學,時尚設計學系,國x2.00 歷x2.00 地x1.75,1,129.00,-----
3037,玄奘大學,應用日語學系,國x2.00 歷x2.00 地x1.75,1,260.00,-----
3040,玄奘大學,餐旅管理學系,國x2.00 社x2.00 公x1.75,0,-----,-----
3041,真理大學,工業管理與經營資訊學系,國x2.00 英x2.00 歷x1.00,1,91.00,-----
3042,真理大學,企業管理學系,國x1.50 社x1.50 英x1.00 公x1.75,1,108.50,-----
3043,真理大學,資訊管理學系資安管理組,國x1.50 地x2.00 社x1.00,3,96.50,-----
3044,真理大學,資訊管理學系電商行銷組,國x1.50 歷x2.00 社x1.00,0,-----,-----
3045,真理大學,法律學系,國x2.00 公x2.00 歷x1.50,14,116.50,-----
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
3046,真理大學,會計資訊學系,國x2.00 英x1.00 歷x2.00 地x2.00,3,185.00,-----
3047,真理大學,財務金融學系,社x2.00 歷x2.00 國x1.00,2,116.00,-----
3050,真理大學,國際企業與貿易學系,國x2.00 地x2.00 英x1.00,3,102.00,-----
3051,真理大學,理財與稅務規劃學系,社x2.00 國x1.75 公x1.75,0,-----,-----
3052,真理大學,經濟學系,歷x2.00 社x1.75 國x1.75,1,133.50,-----
3053,真理大學,觀光事業學系,地x2.00 國x1.00 英x1.00,2,77.00,-----
3054,真理大學,觀光數位知識學系,國x2.00 地x1.75 社x1.50,1,113.25,-----
3055,真理大學,運動管理學系,社x2.00 國x1.00 英x1.00 歷x1.00,4,86.00,-----
3056,真理大學,運動資訊傳播學系,社x2.00 公x1.00 國x1.00,2,100.00,-----
3057,真理大學,人文與資訊學系,國x2.00 歷x1.00 社x1.00,1,137.00,-----
3060,真理大學,英美語文學系,英x1.75 國x1.50 歷x1.00,0,-----,-----
3061,真理大學,應用日語學系,國x2.00 英x1.50 歷x1.50,11,98.50,-----
3062,真理大學,台灣文學系,國x1.50 歷x1.00 地x1.00,1,74.50,-----
3063,真理大學,音樂應用學系-演奏教學A組,術x2.00 英x1.50 國x1.50 歷x1.00,0,-----,-----
3064,真理大學,音樂應用學系-演奏教學B組,英x1.50 國x2.00 公x1.00,3,87.50,-----
3065,真理大學,音樂應用學系-行政管理組,英x1.50 國x2.00 歷x1.00,0,-----,-----
3066,真理大學,統計資訊與精算學系,國x2.00 英x2.00 數Bx2.00 公x1.00,1,95.00,-----
3067,真理大學,資訊工程學系甲組,國x2.00 社x1.00 地x1.00,4,86.00,-----
3070,真理大學,資訊工程學系乙組,國x2.00 社x1.00 歷x1.00,2,118.00,-----
3071,真理大學,航空事業學系,國x1.25 社x1.50 公x1.00,3,79.25,-----
3072,國立臺北大學,法律學系法學組,國x1.50 英x1.50 數Bx1.50 公x1.00 歷x1.00,30,317.00,339.45
3073,國立臺北大學,法律學系司法組,國x1.50 英x1.50 數Bx1.50 公x1.00 歷x1.00,27,319.00,345.55
3074,國立臺北大學,法律學系財經法組,國x1.50 英x1.50 數Bx1.50 公x1.00 歷x1.00,41,321.50,-----
3075,國立臺北大學,企業管理學系,英x2.00 數Ax2.00 國x1.50 公x1.00,39,277.00,-----
3076,國立臺北大學,金融與合作經營學系,數Ax2.00 英x2.00 公x1.00 國x1.00,32,266.00,-----
3077,國立臺北大學,會計學系,數Ax2.00 英x2.00 公x1.00 國x1.00,36,260.00,-----
3100,國立臺北大學,統計學系,數甲x2.00 英x1.75 國x1.50,42,226.25,-----
3101,國立臺北大學,休閒運動管理學系,英x2.00 數Bx2.00 國x1.50 公x1.00,16,269.50,281.95
3102,國立臺北大學,公共行政暨政策學系,公x2.00 社x1.50 國x1.50 英x1.00 數Bx1.00,67,330.00,-----
3103,國立臺北大學,財政學系,數Ax1.25 英x1.25 公x1.00 地x1.00,32,200.25,-----
3104,國立臺北大學,不動產與城鄉環境學系,英x1.50 數Bx1.50 地x1.00 國x1.00,27,220.00,223.95
3105,國立臺北大學,經濟學系,數Ax2.00 英x1.50 國x1.00 公x1.00,78,230.50,-----
3106,國立臺北大學,社會學系,英x1.50 數Bx1.00 國x1.00 公x1.00,18,195.00,-----
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
3107,國立臺北大學,社會工作學系,國x1.50 英x1.25 數Bx1.00 公x1.25 歷x1.00,22,259.50,267.55
3110,國立臺北大學,中國文學系,國x2.00 英x1.50 歷x1.25 地x1.00,27,266.75,274.65
3111,國立臺北大學,應用外語學系,英x2.00 國x1.50 地x1.00 歷x1.00,29,256.50,-----
3112,國立臺北大學,歷史學系,歷x1.50 國x1.25 英x1.25 地x1.00 公x1.00,24,284.75,297.60
3113,國立臺北大學,資訊工程學系,數甲x1.50 英x1.25 物x1.25 化x1.00 國x1.00,23,259.75,260.15
3114,國立臺北大學,通訊工程學系,數甲x1.50 物x1.25 英x1.25 化x1.00 國x1.00,15,256.50,-----
3115,國立臺北大學,電機工程學系,數甲x1.00 物x1.00 英x1.00 化x1.00 國x1.00,26,224.00,-----
3116,國立嘉義大學,教育學系,國x1.50 英x1.50 數Bx1.50 歷x1.00 公x1.00,25,206.50,-----
3117,國立嘉義大學,輔導與諮商學系,英x1.50 國x1.50 數Bx1.50 公x1.00,29,191.00,-----
3120,國立嘉義大學,體育與健康休閒學系,國x2.00 英x2.00 數Bx1.00 公x1.00,24,151.00,160.50
3121,國立嘉義大學,特殊教育學系,國x2.00 公x2.00 地x2.00 數Bx1.00,23,239.00,-----
3122,國立嘉義大學,幼兒教育學系,國x1.50 英x1.50 數Bx1.00 歷x1.00 地x1.00,24,174.50,217.65
3123,國立嘉義大學,數位學習設計與管理學系(社會組),國x1.50 英x1.50 數Bx1.00 公x1.00,15,151.50,-----
3124,國立嘉義大學,數位學習設計與管理學系(自然組),國x1.50 英x1.50 數Bx1.00 物x1.00,15,175.50,-----
3125,國立嘉義大學,中國文學系,國x2.00 歷x1.50 地x1.00,37,168.00,-----
3126,國立嘉義大學,視覺藝術學系,術x2.00 國x2.00 英x1.00 歷x1.00,14,178.00,-----
3127,國立嘉義大學,應用歷史學系,歷x1.50 國x1.25 地x1.25,43,152.75,158.75
3130,國立嘉義大學,外國語言學系英語教學組,英x2.00 國x1.25 歷x1.00,22,119.25,-----
3131,國立嘉義大學,外國語言學系應用外語組,英x2.00 國x1.50 歷x1.00,41,134.00,141.50
3132,國立嘉義大學,音樂學系,術x2.00 國x1.00 英x1.00 歷x1.00,0,-----,-----
3133,國立嘉義大學,企業管理學系,英x1.00 國x1.00 數Bx1.00 公x1.00,34,132.00,-----
3134,國立嘉義大學,應用經濟學系,數Bx1.50 英x1.50 國x1.00 公x1.00,36,163.50,-----
3135,國立嘉義大學,科技管理學系,英x2.00 數Bx1.50 國x1.50 公x1.00,31,175.00,-----
3136,國立嘉義大學,資訊管理學系(自然組),數甲x2.00 英x1.50 國x1.00,18,167.00,-----
3137,國立嘉義大學,資訊管理學系(社會組),數Bx2.00 英x1.50 國x1.00 公x1.00,17,193.00,-----
3140,國立嘉義大學,行銷與觀光管理學系,國x2.00 英x1.50 數Bx1.00 公x1.00,23,164.00,-----
3141,國立嘉義大學,財務金融學系,數Bx2.00 英x2.00 國x1.50 公x1.00,38,234.00,-----
3142,國立嘉義大學,農藝學系,生x2.00 國x1.00 數甲x1.00,23,126.00,-----
3143,國立嘉義大學,園藝學系,生x2.00 英x1.50 國x1.00 數Ax1.00,18,156.50,-----
3144,國立嘉義大學,森林暨自然資源學系,生x2.00 英x1.50 數Ax1.00 國x1.00,23,160.00,-----
3145,國立嘉義大學,木質材料與設計學系,物x1.50 化x1.50 英x1.50 數Bx1.00,19,140.50,-----
